Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
-4.505826345,-1.181219302,0.636905647,0.974612065,1.641869304,0.322874472,-0.617954459,1.552518217,-0.418674498,1.653449377,1.234146611,0.602643731,-0.976753524,-0.82137761,0.320816847,1.414787037,-0.282809161,-0.648737921,1.142543918,-1.697195304,-1.719348576,0.311663064,0.18003628,-0.109361298,1.559211033,0.309066717,1.369363646,0.778451891,-0.400197752,-1.223839542,0.199220671,-0.8755596,-1.290227,-0.11606398,-0.104740324,-1.050080977,-0.585300396,1.319339985,-0.323274258,-0.140027062,-1.100578624,1.679032474,1.278165133,0.066244022,-0.021559904,-0.209214559,-0.178248389,-1.601386323,0.050789662,-1.348684932,-1.596037786,1.348528892,0.766586756,-1.027553115,-1.286279995,-0.335709536,1.084321814,0.270023286,0.015098764,0.146587015,0.382595405,-0.946426604,0.414848544,-0.726767112,-1.237588138,-0.451465981,0.139761964,1.064247657,-1.555930276,0.165241812,-0.026640082,-1.220920642,-1.282385492,-0.860705567,-0.311102084,-1.247142361,0.506820972,-1.231270678,-0.121396454,-1.555590716,1.007490646,-1.271152483,-1.434077529,0.809980022,1.23655703,-0.345600136,-0.153932684,1.326203466,-0.555391824,1.345465338,1.580218932,-0.490965649,-0.394160203,1.50849672,1.173631229,1.016916993,0.171463719,0.481184001,0.828431687,-0.466602656,-0.827130644
11.26584294,0.401239475,1.151521564,-0.326411555,0.442400506,0.531476681,1.515775077,-1.671434195,-0.071859874,-0.725508458,1.544810667,-0.43173667,0.453089728,1.559105642,-1.600973949,-0.290560616,-1.7182149,1.274699959,-0.190245742,1.017167107,-0.140547132,-0.545878084,1.280563624,1.26456086,0.134166091,0.265046546,-1.190818683,-0.460382598,0.936465628,0.142270912,-0.90597331,-0.749717673,-1.572722159,-0.208859834,0.208268011,1.261717914,-0.620457259,-0.520272355,0.247656682,-0.167929688,0.974497528,1.596054063,-0.771893001,-1.542569698,-0.577732016,0.647048377,1.225898305,0.525483914,-1.463886003,0.882576984,-0.631631463,-0.533990062,1.202077409,-0.698113207,-0.950067655,-1.680896487,-1.106226814,0.410027253,-0.087951709,-0.049919214,0.750118756,-0.508664768,-0.850294674,-0.273518226,0.206664439,1.43709033,-0.517597959,0.681479731,-0.416294737,0.062531266,-1.051121016,1.449253553,1.571355028,1.038723469,-0.314865598,1.273477493,0.299609263,-0.618201894,0.399500607,0.316456833,-0.734249928,1.206890544,-0.77634049,0.988775134,-0.151862664,-0.789903079,-0.975263698,0.49516155,-1.283732569,1.025912043,0.87878464,0.140347938,1.38701446,0.81035138,0.233026965,-0.377400652,1.053141611,1.734516977,-1.498280098,0.690081697,-1.700476109
4.418118348,1.550748762,-0.509975118,0.038037122,1.180435079,1.340765046,-1.25539242,-1.101321461,-1.481353709,0.761213804,1.270371773,0.709357412,1.249900579,-1.650487499,-0.884029293,1.275480722,-0.530226827,0.407528555,1.490718618,-1.592333638,-1.576300328,-1.225193475,-1.608622036,-1.623451257,-0.856542851,-0.061869128,0.540414181,-0.10003008,-1.219575283,0.124035775,-0.927241787,0.767779198,1.397114266,0.192764898,-1.253925691,1.378416266,-0.011718678,-1.675830555,1.240929653,-0.822231781,0.195033679,0.323048746,0.895607579,1.327839333,0.240447699,1.475739196,-0.14615916,0.671584569,-0.673794678,-1.123121215,0.987068995,-1.00231778,-1.039051401,-0.225842222,0.869945545,-0.045453512,1.023939102,0.853970949,-1.385406586,-0.839891921,0.406079013,0.934711474,1.417707662,-1.078363346,-0.86010169,0.040980978,0.153422653,1.193002753,-0.826013105,1.227931164,-0.4073074,-1.636615772,0.669676066,-1.620190832,0.509610351,-0.876972946,-0.613913787,0.037189371,-0.837685143,1.234597295,-0.345217401,0.014623373,1.375509967,-1.402575954,1.20837835,0.181635242,-0.429793558,0.060544889,-1.58344882,-1.132856868,-0.25855442,0.50355276,1.184302843,1.473062917,0.270211347,0.510337758,-0.381885738,1.206123386,-0.325530797,1.438537542,0.061898521
5.041248143,-0.977949863,0.805210507,-0.206670598,-0.808182727,0.313740997,1.648264131,-0.366463106,0.489790132,-0.304191718,0.969141981,0.518460265,-0.691214102,0.054660285,1.543991903,-1.103275702,-0.451245244,-0.016765451,0.278435248,-1.201165115,0.260097401,-1.498072765,-1.574914601,0.3012591,0.416516151,-0.544815039,0.23567598,0.593357304,-1.29789963,1.200170113,-0.353855779,0.83480085,-1.263384867,-0.821075804,-0.278820567,-1.447896268,-0.10138971,1.555860562,-0.865248756,-1.062704344,-1.178504582,0.757177841,-0.612623355,1.260248056,-0.268736997,-0.994446963,-0.403501458,0.569832738,-0.30132288,0.583356357,-0.371125843,0.131997594,-1.677626294,-1.191567761,0.860657371,1.478139924,-0.954678844,0.167014799,1.35024159,-1.64463045,-1.04815408,0.531833551,-1.272820344,-1.117183439,-0.955368429,-1.010702642,0.65507539,1.576983832,-0.903005651,-1.043358667,-0.751210368,1.538977942,1.301974812,1.566903871,1.403610946,0.074848534,-1.634688775,0.760431332,0.535510444,-0.471071992,-0.226048508,-1.158667409,0.45271663,-0.647503346,-1.474496657,-1.421260417,0.217887722,-0.872685577,-1.103909909,0.170764435,-0.856467699,0.880618351,-1.66004334,-0.837655219,-0.981174418,0.269625141,-1.69247373,1.48483011,-0.256049139,0.215653517,1.476289978
-5.541264125,-1.698416608,0.017463163,-0.651348244,-0.807629687,-0.310904903,-1.276082521,0.286759762,-0.395326993,0.855181425,1.377338562,1.104673834,-0.912170032,0.574731641,1.591001458,0.788226325,0.431020723,1.344526318,-0.610814986,-0.776959174,-0.067067667,0.020453552,-0.161080502,1.587176582,-1.164155997,0.73508301,0.589370981,-1.39116401,0.80357303,-0.550859756,-0.017016109,1.187000478,0.794863433,0.930039327,-1.178330204,-0.154049445,1.024446383,-0.43346841,0.064546529,-0.286463621,1.340623081,0.220216901,0.066728953,-0.307529791,-1.357671748,-1.180253059,-1.410997905,0.328186937,-0.692700267,1.2576738,-1.355350069,1.718802164,-1.113254745,0.920485729,-0.609470896,-1.642771895,-0.962007958,1.432369809,-0.772428975,-0.062802305,0.331791546,0.840952957,0.200726057,0.018552489,1.027612066,0.020186746,-0.434264734,-1.214003072,0.277366866,0.22326762,0.919279476,0.036774381,1.421006643,-0.673421835,-1.289484279,-1.067494841,1.055553874,0.455622881,1.15941404,0.275668047,0.128956079,0.448899897,-0.557109727,1.348038045,0.434334459,0.231072419,-0.485277142,-1.503631752,1.222202175,-1.379065876,1.288972813,0.201013914,-0.324318797,1.470436661,-1.042964135,0.431073454,-0.284015288,0.565822802,0.079343369,1.512765619,0.030768121
-8.990872436,-1.531769543,0.096194444,-1.329153273,-1.611714374,-1.327506331,-1.189857335,-1.682610218,0.068425253,1.234143874,-1.085992201,0.922749401,0.929645164,-1.220617653,-1.359270211,0.201251849,1.734915877,1.560075505,-0.61248013,-1.196480086,1.313700789,-1.416310276,-0.627716814,1.055890962,-0.88269009,1.448070652,-0.340749332,-0.349717154,-1.692403326,-0.561923029,0.038171583,-1.338572933,-0.559300154,-0.018983398,-1.368760084,-0.7665847,-0.440056671,0.283857726,-0.253125925,0.988226862,0.206041653,0.327465441,0.633263498,-0.451656224,-1.747567195,-0.149951854,0.041151393,1.062912581,-1.389277487,1.541575126,-1.20604366,0.486229995,-0.19103849,-0.523720367,-0.55946396,-0.785479483,1.485853062,0.058386843,-0.372036974,1.521024154,0.463185065,0.99205927,-1.459185031,-0.878134953,0.624081974,0.744580578,-0.563020698,-0.132094473,0.445833777,0.436528924,-0.933296932,0.65372334,-0.868836103,-0.920561189,1.648862882,-0.788909788,1.236305883,-0.710726139,-1.66501082,-0.225040506,-0.628814579,-1.059949729,-1.543964209,-1.274011359,0.559411436,-0.078190177,0.408662984,1.342960521,-0.552307613,0.710931204,0.304413609,-1.305062735,0.373299697,-1.13034607,-1.591008377,0.48638386,-0.615097805,1.380922043,-0.55437679,1.360930187,1.2561636
-19.28541456,0.307042443,-0.575872601,0.477499842,0.512333443,0.327698904,0.875432573,-1.079485101,1.240978282,0.308834381,1.588983393,-0.811208006,-0.834192403,0.041593655,0.307642555,1.220846711,-1.552134281,-0.550217572,0.624764929,0.65023789,1.210928037,-0.923252219,-1.122312572,-0.685415707,-0.142199483,-0.857037354,-0.614220831,0.652753971,1.579327029,0.358130632,1.638623534,-1.383935433,-0.526602299,-1.478870951,-1.227437512,0.687373963,-0.391516446,1.42511249,-1.474691384,-0.543141991,1.164744819,-0.471986575,0.189626874,0.616555284,-1.019485958,0.440743355,-0.181677762,0.429187613,-1.120356118,0.052137648,0.50040073,-0.06526622,0.876285026,-0.64984456,0.451542232,0.485981466,0.965220906,1.372738574,0.702656922,0.761379971,0.168087158,-0.595108561,0.045385853,1.227702406,-1.737430632,-0.228575211,-1.104946036,-0.885464741,-0.970732577,0.887001791,0.61599619,-0.460045711,-1.510298186,-0.995118344,1.470411572,0.716550083,1.703439664,0.848460962,0.559068217,1.258394864,-1.653962722,-1.538917715,-1.642137152,0.036702298,-0.546031795,-1.683460508,0.061142972,1.231123585,-1.233625432,-1.643350316,0.31670484,0.724299535,-1.002977115,0.260528003,0.743462138,-1.464911676,-0.748524122,0.782331073,-1.294032641,-0.212464396,-1.508698914
8.863236653,0.414756703,-0.630666834,-0.755877365,-0.837344177,-0.09257376,1.031115853,1.680076983,1.54067792,1.105946456,1.473178864,1.604775032,-0.384813377,-1.519373637,-0.353474222,1.292705411,-0.655906067,-0.999810552,-0.262594168,0.544466063,0.352000324,-0.719600327,1.280590643,1.739872511,-1.188031959,-0.103580385,1.130274248,-0.146879875,-0.527093613,1.220950126,-1.312220895,0.851234678,-1.426759032,0.847593199,0.302392091,-1.688517549,0.897151248,-0.353389307,0.465827511,-0.903868357,-0.369231688,0.877064507,1.450891588,0.090327148,1.678437121,0.525883868,-1.248527396,-1.072412488,0.069075655,-0.343588147,0.112970705,-0.899571466,0.970422859,-1.04370571,-0.821757244,0.650171561,1.389744968,-0.787788479,-1.381036577,-1.663496609,-1.06471202,-0.157544624,-0.352368988,0.27274304,0.449726657,-0.086423492,0.890298403,-0.892919459,0.823172025,-0.065515405,1.756620307,-1.624155102,-0.23947781,-0.576901545,0.541896385,1.1878043,0.897381981,-1.545486481,-0.202197194,-1.585425632,1.187430214,0.786142587,1.640405442,-0.953098695,1.019858831,0.866905242,-0.478382222,0.338479141,0.153899074,1.201124998,1.279699497,0.801955782,1.164347477,0.507846816,-0.699774417,-1.073252558,1.28795995,0.924676392,1.356414334,-1.312914298,1.631693228
-14.88068606,-0.912165871,-0.330192211,0.834041367,-1.522395164,0.630933529,0.020970573,-0.623039674,-0.860162334,-1.001590435,1.01376316,0.816489424,-0.001892294,0.604614826,-0.313489009,-0.246854833,-1.114991927,0.052033909,1.099092432,-0.231088281,-1.120413293,0.598013281,-0.030529886,1.383288191,-1.30773461,-0.59122817,-1.106695973,-0.501225918,-0.941819569,-1.053160496,-1.291183927,-0.258039802,-0.749296673,-1.690202764,0.093069738,-1.165201835,-0.081208282,0.920114048,-0.135215613,1.006205628,0.701715892,-0.790748055,-1.378762009,-1.019173112,-0.779578458,0.900977872,-0.701304748,-0.676498416,-0.247670408,0.018647686,-0.37394646,0.253757138,-0.091285891,-1.625499576,-1.352628205,-1.326466798,1.256851654,-1.215171213,0.226779004,-0.933213661,0.470784659,-0.767855885,-1.596922744,1.805318428,1.586784807,1.326950102,-0.523481886,1.059226869,0.012449429,-1.190692428,1.62694435,-1.091493927,-0.185444031,-0.79088564,0.011014876,-1.191149684,1.327534941,0.477091142,1.555407243,0.162373213,-0.281136202,0.131331816,-0.149689875,0.256878916,-1.617056697,0.07614091,-0.617428703,1.403371213,1.309491017,-0.399610363,1.630108542,1.589874457,-0.595313814,0.1848881,-0.791211398,0.877313854,-0.140069885,1.659552183,-0.926199996,0.480849949,-0.52871809
-11.73673753,-0.587698494,0.459270516,0.367520255,-0.76804752,0.039536946,1.607001957,-1.010221856,0.814865164,-0.563804913,-0.022650237,0.863711998,1.606089657,1.391741541,1.443611152,-1.121524691,0.548716432,-0.798665395,-1.450343713,-1.173480727,-1.451573093,0.568834706,-0.197113713,-0.144917664,-1.678105347,-0.061146328,-0.797049231,-1.32808466,-0.317936635,1.365013886,-0.199591475,-1.472699742,-0.185432959,-0.087359234,0.190352498,0.83395236,0.21649228,-0.578377235,1.169815412,1.072077877,-0.184974394,-0.320083847,1.022082367,0.040622923,-0.495407255,-0.28582684,1.34484553,1.597452311,0.092949993,-0.573266395,-0.848118625,-0.438176683,-1.185399699,-0.974631455,-0.067953974,1.610571934,1.648205645,-0.491463027,1.004482587,-1.139121709,0.801718555,-0.158030439,-0.629093512,0.568296792,-0.653834801,-0.574076318,1.678989361,0.325374756,-0.178110969,1.043241152,0.993658423,-0.206790086,1.297420105,0.358313036,1.428042247,1.020957586,-1.314782483,-0.377438926,-1.059228804,1.157406412,-0.745841174,0.894408591,-0.247762569,0.501017144,1.231764915,1.289401809,0.132617987,1.552671407,-0.006130909,1.481307622,0.522963352,-0.912866822,-1.59241808,-0.734206059,1.027370417,-1.668580141,1.250787501,1.231535241,-1.55410331,1.737706318,-0.71515011
